3.260,-0.045,-0.081,-0.933,0.847
3.270,-0.044,-0.083,-0.807,1.851
3.280,-0.045,-0.074,-0.687,3.088
3.290,-0.041,-0.072,-0.578,6.634
3.300,-0.042,-0.062,-0.478,6.668
3.310,-0.037,-0.063,-0.388,2.051
3.320,-0.035,-0.057,-0.307,-0.759
3.330,-0.031,-0.062,-0.236,0.379
3.340,-0.029,-0.053,-0.172,0.579
3.350,-0.025,-0.057,-0.116,-1.562
3.360,-0.027,-0.053,-0.067,-4.773
3.370,-0.025,-0.056,-0.025,-5.944
3.380,-0.024,-0.050,0.010,-3.268
3.390,-0.023,-0.056,0.039,-0.023
3.400,-0.025,-0.052,0.062,-0.056
3.410,-0.024,-0.057,0.080,-1.294
3.420,-0.025,-0.052,0.093,-0.859
3.430,-0.023,-0.058,0.101,0.780
3.440,-0.024,-0.056,0.105,1.951
3.450,-0.023,-0.063,0.106,1.449
3.460,-0.022,-0.057,0.104,1.349
3.470,-0.021,-0.060,0.100,1.282
3.480,-0.022,-0.052,0.096,2.018
3.490,-0.019,-0.054,0.092,2.453
3.500,-0.019,-0.046,0.086,1.817
3.510,-0.016,-0.043,0.078,0.747
3.520,-0.012,-0.027,0.068,0.211
3.530,-0.004,-0.013,0.056,0.680
3.540,0.001,0.007,0.046,1.014
3.550,0.017,0.001,0.037,0.579
3.560,0.028,0.008,0.031,0.077
3.570,0.024,0.004,0.028,0.011
3.580,0.010,-0.012,0.027,-0.558
3.590,0.010,-0.040,0.028,-0.090
3.600,0.001,-0.043,0.028,0.379
3.610,-0.021,-0.051,0.028,1.315
3.620,-0.031,-0.052,0.027,1.416
3.630,-0.027,-0.056,0.025,1.081
3.640,-0.027,-0.049,0.024,0.914
3.650,-0.027,-0.051,0.024,0.680
3.660,-0.028,-0.043,0.025,0.546
3.670,-0.037,-0.058,0.028,0.312
3.680,-0.042,-0.021,0.032,0.412
3.690,0.168,0.339,0.038,0.178
3.700,0.480,1.045,0.044,0.278
3.710,0.426,1.038,0.051,0.479
3.720,0.109,0.311,0.058,-0.324
3.730,-0.069,-0.082,0.064,2.285
3.740,-0.054,-0.086,0.070,6.768
3.750,-0.033,-0.089,0.074,1.382
3.760,-0.042,-0.099,0.079,-5.175
3.770,-0.039,-0.096,0.085,-2.599
3.780,-0.036,-0.083,0.092,0.713
3.790,-0.030,-0.080,0.101,2.419
3.800,-0.027,-0.070,0.110,3.022
3.810,-0.023,-0.067,0.120,2.285
3.820,-0.020,-0.055,0.130,2.754
3.830,-0.014,-0.052,0.142,3.122
3.840,-0.011,-0.038,0.155,0.412
3.850,-0.006,-0.035,0.168,-2.231
3.860,-0.001,-0.020,0.178,-3.034
3.870,0.006,-0.014,0.183,-1.729
3.880,0.012,0.003,0.175,-1.629
3.890,0.022,0.012,0.144,-1.395
3.900,0.034,0.035,0.088,-0.056
3.910,0.049,0.053,0.015,1.282
3.920,0.064,0.085,-0.066,1.951
3.930,0.081,0.112,-0.147,1.516
3.940,0.094,0.144,-0.223,0.780
3.950,0.104,0.163,-0.289,1.014
3.960,0.103,0.179,-0.343,1.884
3.970,0.086,0.154,-0.387,1.449
3.980,0.051,0.101,-0.421,1.181
3.990,0.013,0.026,-0.447,1.081
4.000,-0.019,-0.029,-0.469,0.680
4.010,-0.037,-0.071,-0.487,0.813
4.020,-0.046,-0.091,-0.505,0.680
4.030,-0.051,-0.108,-0.520,0.813
4.040,-0.050,-0.106,-0.534,-0.291
4.050,-0.048,-0.105,-0.543,-0.926
4.060,-0.047,-0.096,-0.549,-1.194
4.070,-0.045,-0.098,-0.552,0.579
4.080,-0.043,-0.092,-0.552,2.185
4.090,-0.041,-0.096,-0.550,2.319
4.100,-0.039,-0.087,-0.546,2.520
4.110,-0.038,-0.084,-0.538,1.951
4.120,-0.036,-0.077,-0.526,2.754
4.130,-0.035,-0.078,-0.510,4.426
4.140,-0.036,-0.068,-0.491,3.289
4.150,-0.034,-0.070,-0.469,0.947
4.160,-0.032,-0.066,-0.444,0.011
4.170,-0.029,-0.069,-0.418,-1.461
4.180,-0.028,-0.064,-0.391,-2.867
4.190,-0.025,-0.068,-0.361,-2.566
4.200,-0.024,-0.067,-0.332,-2.465
4.210,-0.024,-0.072,-0.302,-2.198
4.220,-0.025,-0.066,-0.272,-2.465
4.230,-0.022,-0.067,-0.243,-2.231
4.240,-0.021,-0.061,-0.214,-0.324
4.250,-0.021,-0.062,-0.184,1.583
4.260,-0.021,-0.056,-0.156,1.616
4.270,-0.020,-0.057,-0.128,0.880
4.280,-0.020,-0.054,-0.102,1.248
4.290,-0.019,-0.059,-0.079,1.951
4.300,-0.019,-0.055,-0.058,2.051
4.310,-0.019,-0.061,-0.040,2.486
4.320,-0.017,-0.059,-0.024,1.784
4.330,-0.017,-0.060,-0.008,1.817
4.340,-0.017,-0.053,0.008,1.583
4.350,-0.016,-0.054,0.024,0.713
4.360,-0.014,-0.047,0.040,0.646
4.370,-0.012,-0.045,0.056,0.512
4.380,-0.011,-0.035,0.072,0.546
4.390,-0.003,-0.028,0.090,-0.257
4.400,0.005,-0.007,0.111,-0.993
4.410,0.014,-0.001,0.135,-0.692
4.420,0.031,0.003,0.159,-0.190
4.430,0.037,0.005,0.182,0.379
4.440,0.017,-0.008,0.205,0.011
4.450,0.008,-0.038,0.228,0.278
4.460,0.012,-0.047,0.250,1.248
4.470,-0.008,-0.056,0.271,1.984
4.480,-0.026,-0.056,0.288,1.683
4.490,-0.025,-0.058,0.303,1.750
4.500,-0.021,-0.050,0.315,1.416
4.510,-0.020,-0.048,0.325,1.516
4.520,-0.020,-0.040,0.335,0.947
4.530,-0.024,-0.046,0.347,0.680
4.540,-0.048,-0.047,0.360,0.077
4.550,0.067,0.158,0.375,0.245
4.560,0.407,0.801,0.389,0.211
4.570,0.514,1.159,0.403,-0.090
4.580,0.233,0.574,0.416,-0.257
4.590,-0.033,0.002,0.428,-0.157
4.600,-0.069,-0.093,0.438,6.066
4.610,-0.033,-0.073,0.447,4.192
4.620,-0.038,-0.092,0.454,-5.309
4.630,-0.040,-0.089,0.461,-4.405
4.640,-0.036,-0.078,0.468,0.245
4.650,-0.032,-0.074,0.478,2.319
4.660,-0.028,-0.062,0.491,2.252
4.670,-0.024,-0.057,0.508,2.453
4.680,-0.019,-0.047,0.527,3.122
4.690,-0.014,-0.041,0.549,3.590
4.700,-0.010,-0.029,0.574,2.352
4.710,-0.004,-0.027,0.600,-1.227
4.720,0.002,-0.017,0.621,-2.064
4.730,0.006,-0.011,0.631,-1.027
4.740,0.014,0.003,0.626,-0.859
4.750,0.024,0.014,0.609,-0.993
4.760,0.036,0.032,0.581,-0.357
4.770,0.049,0.049,0.547,1.215
4.780,0.065,0.080,0.511,0.747
4.790,0.082,0.111,0.478,0.245
4.800,0.097,0.144,0.450,-0.090
4.810,0.107,0.170,0.428,0.747
4.820,0.111,0.192,0.412,0.880
4.830,0.102,0.181,0.402,0.780
4.840,0.074,0.136,0.399,0.680
4.850,0.034,0.065,0.400,1.014
4.860,0.001,0.003,0.405,1.048
4.870,-0.025,-0.051,0.414,0.512
4.880,-0.038,-0.080,0.425,0.613
4.890,-0.045,-0.097,0.441,-0.157
4.900,-0.046,-0.103,0.465,-0.458
4.910,-0.045,-0.107,0.500,-0.926
4.920,-0.044,-0.098,0.543,-1.395
4.930,-0.042,-0.093,0.593,-0.090
4.940,-0.040,-0.082,0.646,1.750
4.950,-0.039,-0.075,0.697,1.349
4.960,-0.037,-0.066,0.745,2.386
4.970,-0.037,-0.062,0.790,2.687
4.980,-0.035,-0.055,0.831,2.219
4.990,-0.033,-0.060,0.868,3.122
5.000,-0.031,-0.062,0.901,2.453
5.010,-0.030,-0.069,0.929,1.081
5.020,-0.027,-0.065,0.954,0.646
5.030,-0.024,-0.062,0.977,-0.458
5.040,-0.023,-0.054,0.998,-2.666
5.050,-0.022,-0.053,1.018,-2.867
5.060,-0.019,-0.047,1.036,-1.930
5.070,-0.018,-0.045,1.055,-1.662
5.080,-0.018,-0.042,1.076,-1.696
5.090,-0.018,-0.043,1.098,-1.662
5.100,-0.015,-0.039,1.120,-0.357
5.110,-0.016,-0.040,1.138,0.780
5.120,-0.014,-0.038,1.153,0.880
5.130,-0.014,-0.038,1.165,-0.123
5.140,-0.013,-0.032,1.173,0.312
5.150,-0.014,-0.037,1.179,1.750
5.160,-0.012,-0.036,1.183,3.523
5.170,-0.013,-0.037,1.184,3.490
5.180,-0.012,-0.033,1.181,2.118
5.190,-0.012,-0.031,1.174,1.449
5.200,-0.011,-0.026,1.163,1.784
5.210,-0.011,-0.025,1.150,1.851
5.220,-0.011,-0.024,1.137,1.282
5.230,-0.015,-0.027,1.126,0.947
5.240,-0.013,-0.022,1.115,0.479
5.250,-0.011,-0.018,1.106,0.111
5.260,-0.003,-0.010,1.098,-0.090
5.270,0.003,-0.001,1.090,0.178
5.280,0.011,0.012,1.084,-0.224
5.290,0.025,0.013,1.077,-0.491
5.300,0.036,0.024,1.069,-0.123
5.310,0.020,0.014,1.062,-0.090
5.320,0.008,-0.012,1.054,0.445
5.330,0.010,-0.037,1.048,0.914
5.340,-0.006,-0.053,1.042,1.650
5.350,-0.026,-0.055,1.036,1.583
5.360,-0.027,-0.052,1.030,0.947
5.370,-0.024,-0.052,1.022,1.215
5.380,-0.022,-0.043,1.012,1.048
5.390,-0.024,-0.040,0.999,0.379
5.400,-0.023,-0.036,0.984,0.412
5.410,-0.045,-0.054,0.969,0.512
5.420,-0.007,0.046,0.956,0.579
5.430,0.271,0.567,0.944,-0.190
5.440,0.492,1.127,0.939,-0.391
5.450,0.303,0.746,0.941,0.144
5.460,0.014,0.093,0.954,-1.060
5.470,-0.083,-0.114,0.976,1.784
5.480,-0.038,-0.089,1.005,7.337
5.490,-0.024,-0.087,1.040,3.490
5.500,-0.028,-0.089,1.083,-2.800
5.510,-0.024,-0.080,1.134,-6.245
5.520,-0.020,-0.066,1.194,-4.439
5.530,-0.015,-0.057,1.259,2.955
5.540,-0.009,-0.048,1.327,6.668
5.550,-0.006,-0.036,1.396,3.256
5.560,-0.001,-0.022,1.461,0.981
5.570,0.001,-0.017,1.523,1.516
5.580,0.005,-0.010,1.577,0.914
5.590,0.011,-0.004,1.624,-0.893
5.600,0.018,0.007,1.661,-0.592
5.610,0.023,0.017,1.688,-0.725
5.620,0.033,0.031,1.708,-1.595
5.630,0.043,0.048,1.719,-1.930
5.640,0.055,0.063,1.724,-1.796
5.650,0.070,0.078,1.727,-0.893
5.660,0.088,0.105,1.732,0.445
5.670,0.102,0.131,1.741,0.178
5.680,0.117,0.157,1.754,-0.525
5.690,0.124,0.176,1.770,-0.792
5.700,0.121,0.181,1.785,0.077
5.710,0.096,0.147,1.798,1.115
5.720,0.060,0.088,1.808,2.018
5.730,0.018,0.030,1.814,2.252
5.740,-0.011,-0.020,1.816,1.851
5.750,-0.030,-0.056,1.815,0.680
5.760,-0.037,-0.074,1.813,0.077
5.770,-0.043,-0.082,1.812,-1.160
5.780,-0.045,-0.082,1.813,-1.595
5.790,-0.045,-0.079,1.815,-1.796
5.800,-0.042,-0.074,1.817,-1.127
5.810,-0.043,-0.070,1.818,0.011
5.820,-0.041,-0.070,1.818,0.479
5.830,-0.043,-0.073,1.815,1.181
5.840,-0.041,-0.068,1.806,2.520
5.850,-0.040,-0.062,1.787,5.263
5.860,-0.037,-0.062,1.760,5.229
5.870,-0.033,-0.062,1.729,0.479
5.880,-0.030,-0.051,1.696,-2.398
5.890,-0.031,-0.054,1.664,-1.696
5.900,-0.028,-0.055,1.635,-0.826
5.910,-0.026,-0.053,1.606,-1.763
5.920,-0.022,-0.053,1.578,-3.435
5.930,-0.024,-0.056,1.551,-4.941
5.940,-0.022,-0.059,1.526,-4.372
5.950,-0.022,-0.062,1.503,-1.896
5.960,-0.020,-0.061,1.481,0.345
5.970,-0.021,-0.059,1.460,-0.291
5.980,-0.017,-0.063,1.441,-0.826
5.990,-0.020,-0.066,1.422,0.445
6.000,-0.018,-0.062,1.405,1.282
6.010,-0.018,-0.059,1.389,1.851
6.020,-0.016,-0.059,1.373,2.587
6.030,-0.018,-0.059,1.359,2.687
6.040,-0.014,-0.057,1.346,2.419
6.050,-0.014,-0.054,1.334,1.549
6.060,-0.013,-0.049,1.325,0.680
6.070,-0.009,-0.036,1.317,0.278
6.080,-0.001,-0.017,1.311,0.077
6.090,0.005,-0.008,1.307,0.680
6.100,0.020,-0.006,1.306,0.211
6.110,0.028,0.006,1.309,0.512
6.120,0.018,-0.002,1.318,0.111
6.130,0.003,-0.030,1.336,0.111
6.140,0.007,-0.048,1.359,-0.558
6.150,-0.007,-0.060,1.387,-0.090
6.160,-0.024,-0.065,1.418,0.981
6.170,-0.026,-0.068,1.449,1.349
6.180,-0.021,-0.064,1.482,0.278
6.190,-0.024,-0.060,1.512,0.044
6.200,-0.021,-0.056,1.539,-0.391
6.210,-0.021,-0.049,1.562,0.077
6.220,-0.030,-0.069,1.581,0.312
6.230,-0.021,0.002,1.594,0.312
6.240,0.201,0.479,1.602,-0.056
6.250,0.430,1.097,1.605,-0.023
6.260,0.297,0.818,1.604,1.115
6.270,0.029,0.142,1.600,-0.391
6.280,-0.078,-0.107,1.593,-0.357
6.290,-0.042,-0.108,1.582,5.664
6.300,-0.017,-0.094,1.570,6.869
6.310,-0.026,-0.099,1.557,-0.558
6.320,-0.020,-0.090,1.544,-5.877
6.330,-0.016,-0.080,1.531,-7.818
6.340,-0.011,-0.075,1.518,-0.224
6.350,-0.009,-0.065,1.502,9.746
6.360,-0.002,-0.057,1.485,8.709
